거래일,거래시간,전력거래량
2022-12-17,19,141.2997
2022-12-17,20,141.011593
2022-12-17,21,140.707537
2022-12-17,22,140.335695
2022-12-17,23,140.776054
2022-12-17,24,130.451247
2022-12-18,01,83.811307
2022-12-18,02,83.004547
2022-12-18,03,70.925857
2022-12-18,04,69.600153
2022-12-18,05,69.49909
2022-12-18,06,69.520303
2022-12-18,07,81.485366
2022-12-18,08,82.933921
2022-12-18,09,83.027199
2022-12-18,10,83.293474
2022-12-18,11,83.4874
2022-12-18,12,83.570254
2022-12-18,13,83.603715
2022-12-18,14,83.656235
2022-12-18,15,89.432607
2022-12-18,16,134.687997
2022-12-18,17,140.543636
2022-12-18,18,140.771222
2022-12-18,19,140.852984
2022-12-18,20,140.87006
2022-12-18,21,141.538496
2022-12-18,22,141.723855
2022-12-18,23,141.607237
2022-12-18,24,141.294951
2022-12-19,01,117.026286
2022-12-19,02,116.237452
2022-12-19,03,116.070443
2022-12-19,04,115.90804
2022-12-19,05,115.792745
2022-12-19,06,115.826766
2022-12-19,07,138.006525
2022-12-19,08,141.268939
2022-12-19,09,141.148602
2022-12-19,10,140.690098
2022-12-19,11,140.747141
2022-12-19,12,140.644678
2022-12-19,13,142.303377
2022-12-19,14,142.593014
2022-12-19,15,140.920763
2022-12-19,16,140.405957
2022-12-19,17,138.574716
2022-12-19,18,138.797898
2022-12-19,19,139.09023
2022-12-19,20,139.62738
2022-12-19,21,139.964603
2022-12-19,22,140.374804
2022-12-19,23,140.745801
2022-12-19,24,140.888809
2022-12-20,01,141.163857
2022-12-20,02,141.045922
2022-12-20,03,140.941998
2022-12-20,04,141.07832
2022-12-20,05,140.821437
2022-12-20,06,140.866044
2022-12-20,07,140.966898
2022-12-20,08,141.380955
2022-12-20,09,142.059563
2022-12-20,10,143.790211
2022-12-20,11,145.375576
2022-12-20,12,147.089627
2022-12-20,13,148.575423
2022-12-20,14,150.002411
2022-12-20,15,148.439902
2022-12-20,16,143.787059
2022-12-20,17,128.597835
2022-12-20,18,81.815962
2022-12-20,19,81.077314
2022-12-20,20,81.058311
2022-12-20,21,80.812467
2022-12-20,22,80.971768
2022-12-20,23,81.580703
2022-12-20,24,81.550745
2022-12-21,01,81.423131
2022-12-21,02,81.193861
2022-12-21,03,81.022487
2022-12-21,04,80.647278
2022-12-21,05,80.231105
2022-12-21,06,80.611368
2022-12-21,07,80.624398
2022-12-21,08,80.655417
2022-12-21,09,80.659286
2022-12-21,10,80.912801
2022-12-21,11,82.028465
2022-12-21,12,83.534912
2022-12-21,13,85.922691
2022-12-21,14,85.01211
2022-12-21,15,86.235997
2022-12-21,16,81.502213
2022-12-21,17,80.245435
2022-12-21,18,80.760253
2022-12-21,19,80.324138
2022-12-21,20,88.971308
2022-12-21,21,134.976027
2022-12-21,22,135.726054
2022-12-21,23,135.848543
2022-12-21,24,135.496994
2022-12-22,01,135.403762
2022-12-22,02,135.677599
2022-12-22,03,135.907457
2022-12-22,04,135.910445
2022-12-22,05,135.793514
2022-12-22,06,136.355794
2022-12-22,07,136.712967
2022-12-22,08,136.783144
2022-12-22,09,137.205723
2022-12-22,10,137.555622
2022-12-22,11,138.157786
2022-12-22,12,138.379185
2022-12-22,13,138.892326
2022-12-22,14,139.038785
2022-12-22,15,138.761227
2022-12-22,16,138.18451
2022-12-22,17,137.700916
2022-12-22,18,137.595137
2022-12-22,19,137.899202
2022-12-22,20,138.146242
2022-12-22,21,137.735568
2022-12-22,22,137.38993
2022-12-22,23,138.262198
2022-12-22,24,138.371082
2022-12-23,01,138.31157
2022-12-23,02,138.279496
2022-12-23,03,138.358032
2022-12-23,04,138.434068
2022-12-23,05,138.545147
2022-12-23,06,138.442703
2022-12-23,07,138.661332
2022-12-23,08,138.741588
2022-12-23,09,138.888522
2022-12-23,10,139.218677
2022-12-23,11,139.458514
2022-12-23,12,139.70663
2022-12-23,13,139.769375
2022-12-23,14,139.216222
2022-12-23,15,139.17483
2022-12-23,16,139.125032
2022-12-23,17,138.696226
2022-12-23,18,138.588709
2022-12-23,19,138.57064
2022-12-23,20,138.516744
2022-12-23,21,138.38585
2022-12-23,22,138.133827
2022-12-23,23,138.248876
2022-12-23,24,138.31617
2022-12-24,01,138.445878
2022-12-24,02,138.895975
2022-12-24,03,139.377052
2022-12-24,04,139.097092
2022-12-24,05,139.240054
2022-12-24,06,139.205949
2022-12-24,07,139.042928
2022-12-24,08,139.590153
2022-12-24,09,139.74854
2022-12-24,10,139.995916
2022-12-24,11,139.918375
2022-12-24,12,139.925123
2022-12-24,13,139.944027
2022-12-24,14,140.470962
2022-12-24,15,141.13733
2022-12-24,16,140.902067
2022-12-24,17,139.710262
2022-12-24,18,139.820318
2022-12-24,19,140.043195
2022-12-24,20,140.035153
2022-12-24,21,140.175575
2022-12-24,22,140.469949
2022-12-24,23,140.702651
2022-12-24,24,140.907307
2022-12-25,01,140.579548
2022-12-25,02,140.420242
2022-12-25,03,140.376308
2022-12-25,04,116.264954
2022-12-25,05,112.856002
2022-12-25,06,136.620578
2022-12-25,07,139.028095
2022-12-25,08,139.281379
2022-12-25,09,140.318624
2022-12-25,10,140.906852
2022-12-25,11,141.243034
2022-12-25,12,141.250557
2022-12-25,13,141.544791
2022-12-25,14,142.396704
2022-12-25,15,142.198777
2022-12-25,16,140.775047
2022-12-25,17,137.618036
2022-12-25,18,136.966692
2022-12-25,19,138.022513
2022-12-25,20,137.783315
2022-12-25,21,137.704376
2022-12-25,22,137.853086
2022-12-25,23,137.961839
2022-12-25,24,128.008299
2022-12-26,01,81.743901
2022-12-26,02,81.310867
2022-12-26,03,69.581316
2022-12-26,04,68.120348
2022-12-26,05,67.914025
2022-12-26,06,67.948755
2022-12-26,07,68.08335
2022-12-26,08,80.482874
2022-12-26,09,83.258372
2022-12-26,10,93.94269
2022-12-26,11,145.00849
2022-12-26,12,148.544268
2022-12-26,13,146.534254
2022-12-26,14,144.796894
2022-12-26,15,145.640087
2022-12-26,16,141.461087
2022-12-26,17,139.020883
2022-12-26,18,138.068797
2022-12-26,19,138.832437
2022-12-26,20,138.92053
2022-12-26,21,137.958101
2022-12-26,22,138.19748
2022-12-26,23,138.488814
2022-12-26,24,138.949676
2022-12-27,01,139.105195
2022-12-27,02,139.258185
2022-12-27,03,139.769968
2022-12-27,04,140.120109
2022-12-27,05,140.130164
2022-12-27,06,139.934809
2022-12-27,07,139.902864
2022-12-27,08,140.334274
2022-12-27,09,142.59407
2022-12-27,10,147.800765
2022-12-27,11,152.432315
2022-12-27,12,156.04301
2022-12-27,13,157.779745
2022-12-27,14,158.49747
2022-12-27,15,155.719385
2022-12-27,16,139.154948
2022-12-27,17,85.999158
2022-12-27,18,82.959062
2022-12-27,19,82.803804
2022-12-27,20,82.595301
2022-12-27,21,81.43257
2022-12-27,22,81.266532
2022-12-27,23,81.327694
2022-12-27,24,81.185649
2022-12-28,01,81.968616
2022-12-28,02,82.113912
2022-12-28,03,82.089913
2022-12-28,04,82.334694
2022-12-28,05,82.310318
2022-12-28,06,82.363298
2022-12-28,07,82.518293
2022-12-28,08,82.727365
2022-12-28,09,83.64409
2022-12-28,10,87.960431
2022-12-28,11,101.084492
2022-12-28,12,153.771966
2022-12-28,13,158.779826
2022-12-28,14,153.574753
2022-12-28,15,150.127656
2022-12-28,16,146.964113
2022-12-28,17,141.440104
2022-12-28,18,140.003277
2022-12-28,19,139.995875
2022-12-28,20,139.966907
2022-12-28,21,139.445376
2022-12-28,22,139.500801
2022-12-28,23,139.671575
2022-12-28,24,139.959391
2022-12-29,01,139.932097
2022-12-29,02,139.957767
2022-12-29,03,140.369135
2022-12-29,04,140.44024
2022-12-29,05,140.550367
2022-12-29,06,140.8261
2022-12-29,07,140.91845
2022-12-29,08,140.954399
2022-12-29,09,143.421528
2022-12-29,10,151.78604
2022-12-29,11,159.529621
2022-12-29,12,164.90009
2022-12-29,13,162.907592
2022-12-29,14,163.613411
2022-12-29,15,158.538355
2022-12-29,16,140.833586
2022-12-29,17,86.527458
2022-12-29,18,83.863687
2022-12-29,19,84.212882
2022-12-29,20,83.550248
2022-12-29,21,83.015383
2022-12-29,22,82.706564
2022-12-29,23,82.447114
2022-12-29,24,82.389452
2022-12-30,01,82.494976
2022-12-30,02,82.461927
2022-12-30,03,82.376086
2022-12-30,04,82.321689
2022-12-30,05,82.31991
2022-12-30,06,82.321038
2022-12-30,07,82.274801
2022-12-30,08,82.481967
2022-12-30,09,84.520847
2022-12-30,10,90.220364
2022-12-30,11,98.38721
2022-12-30,12,103.034995
2022-12-30,13,100.451689
2022-12-30,14,103.776868
2022-12-30,15,98.604287
2022-12-30,16,101.656563
2022-12-30,17,141.105811
2022-12-30,18,139.740445
2022-12-30,19,139.938191
2022-12-30,20,139.549096
2022-12-30,21,138.975214
2022-12-30,22,138.64824
2022-12-30,23,138.613011
2022-12-30,24,138.795269
2022-12-31,01,138.880264
2022-12-31,02,139.107997
2022-12-31,03,139.215303
2022-12-31,04,139.242503
2022-12-31,05,139.306424
2022-12-31,06,139.636594
2022-12-31,07,139.719297
2022-12-31,08,140.127991
2022-12-31,09,144.044642
2022-12-31,10,153.679475
2022-12-31,11,161.410873
2022-12-31,12,166.789131
2022-12-31,13,167.933603
2022-12-31,14,164.143055
2022-12-31,15,162.120724
2022-12-31,16,152.435096
2022-12-31,17,142.436796
2022-12-31,18,139.334323
2022-12-31,19,140.046465
2022-12-31,20,140.08923
2022-12-31,21,139.290316
2022-12-31,22,139.412502
2022-12-31,23,139.613338
2022-12-31,24,139.754959
2023-01-01,01,129.599248
2023-01-01,02,82.831225
2023-01-01,03,69.930978
2023-01-01,04,69.487773
2023-01-01,05,69.414571
2023-01-01,06,69.288712
2023-01-01,07,69.340931
2023-01-01,08,69.331478
2023-01-01,09,71.93498
2023-01-01,10,79.121502
2023-01-01,11,86.79644
2023-01-01,12,92.358724
2023-01-01,13,95.361759
2023-01-01,14,93.669514
2023-01-01,15,87.902579
2023-01-01,16,81.708538
2023-01-01,17,84.171517
2023-01-01,18,83.056472
2023-01-01,19,83.610206
2023-01-01,20,83.038634
2023-01-01,21,82.275815
2023-01-01,22,81.889109
2023-01-01,23,81.492764
2023-01-01,24,81.544092
2023-01-02,01,81.68569
2023-01-02,02,81.715353
2023-01-02,03,81.738553
2023-01-02,04,81.527599
2023-01-02,05,81.526681
2023-01-02,06,81.68024
2023-01-02,07,81.863198
2023-01-02,08,87.50367
2023-01-02,09,128.027554
2023-01-02,10,153.872492
2023-01-02,11,163.943182
2023-01-02,12,170.664786
2023-01-02,13,172.491456
2023-01-02,14,171.038674
2023-01-02,15,165.765869
2023-01-02,16,155.599554
2023-01-02,17,144.812205
2023-01-02,18,141.136794
2023-01-02,19,141.611762
2023-01-02,20,141.763953
2023-01-02,21,140.943617
2023-01-02,22,140.402743
2023-01-02,23,140.471295
2023-01-02,24,140.075935
2023-01-03,01,140.017548
2023-01-03,02,139.950162
2023-01-03,03,140.159867
2023-01-03,04,140.214284
2023-01-03,05,140.14666
2023-01-03,06,140.227979
2023-01-03,07,140.556133
2023-01-03,08,140.464975
2023-01-03,09,144.01121
2023-01-03,10,154.814773
2023-01-03,11,164.006331
2023-01-03,12,170.631994
2023-01-03,13,171.654281
2023-01-03,14,170.404164
2023-01-03,15,164.777618
2023-01-03,16,144.3459
2023-01-03,17,126.222416
2023-01-03,18,132.157793
2023-01-03,19,140.135303
2023-01-03,20,130.868582
2023-01-03,21,83.876144
2023-01-03,22,82.193535
2023-01-03,23,82.076705
2023-01-03,24,81.945832
2023-01-04,01,81.597759
2023-01-04,02,81.693584
2023-01-04,03,81.627267
2023-01-04,04,81.838269
2023-01-04,05,81.921986
2023-01-04,06,82.073126
2023-01-04,07,82.108115
2023-01-04,08,82.270951
2023-01-04,09,85.699726
2023-01-04,10,95.095046
2023-01-04,11,102.646737
2023-01-04,12,99.083879
2023-01-04,13,94.819653
2023-01-04,14,97.945505
2023-01-04,15,99.890295
2023-01-04,16,141.550005
2023-01-04,17,126.693462
2023-01-04,18,136.823362
2023-01-04,19,139.458047
2023-01-04,20,139.001322
2023-01-04,21,138.852593
2023-01-04,22,138.396997
2023-01-04,23,138.903517
2023-01-04,24,139.114127
2023-01-05,01,139.352546
2023-01-05,02,139.220258
2023-01-05,03,139.184659
2023-01-05,04,139.205868
2023-01-05,05,139.189938
2023-01-05,06,139.114028
2023-01-05,07,138.686798
2023-01-05,08,138.577882
2023-01-05,09,139.632785
2023-01-05,10,145.068715
2023-01-05,11,150.135369
2023-01-05,12,154.861848
2023-01-05,13,159.440715
2023-01-05,14,159.244415
2023-01-05,15,143.924914
2023-01-05,16,90.962235
2023-01-05,17,83.44
2023-01-05,18,81.781181
2023-01-05,19,82.429471
2023-01-05,20,81.750586
2023-01-05,21,81.446135
2023-01-05,22,81.26729
2023-01-05,23,81.034913
2023-01-05,24,81.199346
2023-01-06,01,81.299852
2023-01-06,02,81.313547
2023-01-06,03,81.419144
2023-01-06,04,81.336565
2023-01-06,05,81.255045
2023-01-06,06,81.44087
2023-01-06,07,81.341427
2023-01-06,08,81.561958
2023-01-06,09,82.787386
2023-01-06,10,90.220544
2023-01-06,11,97.570936
2023-01-06,12,105.167393
2023-01-06,13,107.631596
2023-01-06,14,104.687868
2023-01-06,15,98.896547
2023-01-06,16,90.657598
2023-01-06,17,81.78883
2023-01-06,18,81.080769
2023-01-06,19,81.540919
2023-01-06,20,81.148385
2023-01-06,21,87.675393
2023-01-06,22,132.917192
2023-01-06,23,135.013951
2023-01-06,24,134.74889
2023-01-07,01,134.178184
2023-01-07,02,134.139073
2023-01-07,03,134.31661
2023-01-07,04,134.268725
2023-01-07,05,134.275822
2023-01-07,06,134.285196
2023-01-07,07,134.352576
2023-01-07,08,134.012496
2023-01-07,09,135.963531
2023-01-07,10,143.443558
2023-01-07,11,145.47486
2023-01-07,12,149.749964
2023-01-07,13,158.315998
2023-01-07,14,156.756555
2023-01-07,15,154.931273
2023-01-07,16,148.932098
2023-01-07,17,140.594433
2023-01-07,18,137.21603
2023-01-07,19,137.638839
2023-01-07,20,137.197874
2023-01-07,21,136.819911
2023-01-07,22,136.657603
2023-01-07,23,136.626158
2023-01-07,24,127.646836
2023-01-08,01,81.327406
2023-01-08,02,81.182976
2023-01-08,03,81.433042
2023-01-08,04,81.535755
2023-01-08,05,81.38952
2023-01-08,06,81.516328
2023-01-08,07,81.196588
2023-01-08,08,81.210129
2023-01-08,09,84.709623
2023-01-08,10,94.303234
2023-01-08,11,102.454969
2023-01-08,12,108.802668
2023-01-08,13,109.940742
2023-01-08,14,107.600602
2023-01-08,15,102.254643
2023-01-08,16,93.018315
2023-01-08,17,84.639874
2023-01-08,18,81.38596
2023-01-08,19,81.661968
2023-01-08,20,82.033098
2023-01-08,21,81.13827
2023-01-08,22,80.943812
2023-01-08,23,80.779038
2023-01-08,24,80.794298
2023-01-09,01,80.928071
2023-01-09,02,70.700413
2023-01-09,03,69.290045
2023-01-09,04,69.306588
2023-01-09,05,68.969564
2023-01-09,06,69.098377
2023-01-09,07,69.445613
2023-01-09,08,85.104779
2023-01-09,09,132.716347
2023-01-09,10,140.520246
2023-01-09,11,142.297263
2023-01-09,12,148.711549
2023-01-09,13,151.879131
2023-01-09,14,151.362476
2023-01-09,15,143.728938
2023-01-09,16,142.199896
2023-01-09,17,139.040113
2023-01-09,18,136.673576
2023-01-09,19,136.929994
2023-01-09,20,137.199983
2023-01-09,21,137.050194
2023-01-09,22,126.803621
2023-01-09,23,81.122916
2023-01-09,24,80.880952
2023-01-10,01,81.05873
2023-01-10,02,81.122065
2023-01-10,03,81.250581
2023-01-10,04,81.377403
2023-01-10,05,81.368721
2023-01-10,06,81.502957
2023-01-10,07,81.590797
2023-01-10,08,81.752863
2023-01-10,09,92.129719
2023-01-10,10,147.949437
2023-01-10,11,164.301645
2023-01-10,12,170.311715
2023-01-10,13,171.126604
2023-01-10,14,168.10123
2023-01-10,15,160.963752
2023-01-10,16,147.211603
2023-01-10,17,137.568962
2023-01-10,18,134.256147
2023-01-10,19,135.700509
2023-01-10,20,136.680938
2023-01-10,21,136.919915
2023-01-10,22,136.923211
2023-01-10,23,127.392952
2023-01-10,24,81.342995
2023-01-11,01,80.773821
2023-01-11,02,80.897843
2023-01-11,03,81.039324
2023-01-11,04,81.35479
2023-01-11,05,81.192001
2023-01-11,06,81.20574
2023-01-11,07,81.315353
2023-01-11,08,81.466007
2023-01-11,09,84.655883
2023-01-11,10,94.05736
2023-01-11,11,103.618947
2023-01-11,12,109.360297
2023-01-11,13,112.147857
2023-01-11,14,119.771465
2023-01-11,15,157.638484
2023-01-11,16,148.103364
2023-01-11,17,138.260635
2023-01-11,18,134.068681
2023-01-11,19,125.388555
2023-01-11,20,81.792066
2023-01-11,21,80.972467
2023-01-11,22,80.868949
2023-01-11,23,80.792204
2023-01-11,24,80.588426
2023-01-12,01,80.486806
2023-01-12,02,80.049085
2023-01-12,03,79.754015
2023-01-12,04,79.751405
2023-01-12,05,79.80315
2023-01-12,06,79.852598
2023-01-12,07,79.692612
2023-01-12,08,79.874327
2023-01-12,09,83.632181
2023-01-12,10,94.365219
2023-01-12,11,103.962559
2023-01-12,12,109.678747
2023-01-12,13,110.764962
2023-01-12,14,102.466689
2023-01-12,15,89.227595
2023-01-12,16,82.458054
2023-01-12,17,77.540294
2023-01-12,18,77.07118
2023-01-12,19,77.633649
2023-01-12,20,77.477073
2023-01-12,21,76.607517
2023-01-12,22,76.511235
2023-01-12,23,76.262108
2023-01-12,24,76.000912
2023-01-13,01,75.672747
2023-01-13,02,75.09918
2023-01-13,03,74.852954
2023-01-13,04,74.745785
2023-01-13,05,74.585473
2023-01-13,06,74.503721
2023-01-13,07,74.466005
2023-01-13,08,74.548047
2023-01-13,09,74.840176
2023-01-13,10,75.263997
2023-01-13,11,77.236649
2023-01-13,12,77.159566
2023-01-13,13,85.759116
2023-01-13,14,81.576395
2023-01-13,15,82.744222
2023-01-13,16,80.935849
2023-01-13,17,88.149197
2023-01-13,18,129.057594
2023-01-13,19,129.58493
2023-01-13,20,129.567517
2023-01-13,21,129.130988
2023-01-13,22,111.167644
2023-01-13,23,22.886601
2023-01-13,24,22.623349
2023-01-14,01,22.590881
2023-01-14,02,22.595297
2023-01-14,03,22.603915
2023-01-14,04,22.597793
2023-01-14,05,22.621601
2023-01-14,06,22.612417
2023-01-14,07,22.627745
2023-01-14,08,22.629219
2023-01-14,09,30.356692
2023-01-14,10,71.382589
2023-01-14,11,124.586982
2023-01-14,12,137.473105
2023-01-14,13,139.715628
2023-01-14,14,140.43373
2023-01-14,15,136.446882
2023-01-14,16,134.598883
2023-01-14,17,133.19987
2023-01-14,18,134.10842
2023-01-14,19,133.922157
2023-01-14,20,133.806079
2023-01-14,21,124.585245
2023-01-14,22,79.555045
2023-01-14,23,78.808971
2023-01-14,24,78.847115
2023-01-15,01,78.846763
2023-01-15,02,69.647767
2023-01-15,03,68.699067
2023-01-15,04,68.500409
2023-01-15,05,68.483473
2023-01-15,06,68.503793
2023-01-15,07,78.816761
2023-01-15,08,80.867938
2023-01-15,09,81.332016
2023-01-15,10,83.860948
2023-01-15,11,97.45616
2023-01-15,12,122.396016
2023-01-15,13,116.988853
2023-01-15,14,117.787699
2023-01-15,15,113.845681
2023-01-15,16,84.953718
2023-01-15,17,83.02304
2023-01-15,18,82.293507
2023-01-15,19,81.889097
2023-01-15,20,81.690921
2023-01-15,21,81.666378
2023-01-15,22,81.618317
2023-01-15,23,81.715903
2023-01-15,24,81.761677
2023-01-16,01,81.752696
2023-01-16,02,71.052543
2023-01-16,03,69.844942
2023-01-16,04,69.724513
2023-01-16,05,69.628341
2023-01-16,06,69.626644
2023-01-16,07,69.680969
2023-01-16,08,69.791582
2023-01-16,09,83.744212
2023-01-16,10,104.144692
2023-01-16,11,162.32117
2023-01-16,12,171.127736
2023-01-16,13,173.083085
2023-01-16,14,172.009055
2023-01-16,15,170.257202
2023-01-16,16,161.131831
2023-01-16,17,148.523407
2023-01-16,18,142.60081
2023-01-16,19,142.277134
2023-01-16,20,142.602123
2023-01-16,21,141.79195
2023-01-16,22,140.698203
2023-01-16,23,140.392576
2023-01-16,24,140.34752
2023-01-17,01,140.500582
2023-01-17,02,140.492548
2023-01-17,03,140.766274
2023-01-17,04,140.719736
2023-01-17,05,140.409388
2023-01-17,06,140.22605
2023-01-17,07,140.629155
2023-01-17,08,140.794595
2023-01-17,09,144.171055
2023-01-17,10,155.789466
2023-01-17,11,165.118056
2023-01-17,12,173.256292
2023-01-17,13,166.430221
2023-01-17,14,175.14848
2023-01-17,15,169.712923
2023-01-17,16,159.209905
2023-01-17,17,146.524503
2023-01-17,18,130.719425
2023-01-17,19,84.509943
2023-01-17,20,84.222807
2023-01-17,21,83.464909
2023-01-17,22,82.723658
2023-01-17,23,82.315522
2023-01-17,24,82.152224
2023-01-18,01,81.98663
2023-01-18,02,82.066499
2023-01-18,03,82.010437
2023-01-18,04,82.086073
2023-01-18,05,82.005031
2023-01-18,06,82.079326
2023-01-18,07,82.061827
2023-01-18,08,82.242227
2023-01-18,09,84.41383
2023-01-18,10,93.648119
2023-01-18,11,100.930384
2023-01-18,12,96.979538
2023-01-18,13,100.194005
2023-01-18,14,103.698243
2023-01-18,15,100.479594
2023-01-18,16,93.086685
2023-01-18,17,87.844996
2023-01-18,18,84.23358
2023-01-18,19,90.733463
2023-01-18,20,136.79811
2023-01-18,21,139.338867
2023-01-18,22,138.729252
2023-01-18,23,138.544948
2023-01-18,24,138.905052
2023-01-19,01,139.307849
2023-01-19,02,139.467526
2023-01-19,03,139.653999
2023-01-19,04,139.741282
2023-01-19,05,139.67983
2023-01-19,06,139.60153
2023-01-19,07,139.608634
2023-01-19,08,139.568692
2023-01-19,09,143.265392
2023-01-19,10,154.277297
2023-01-19,11,163.385252
2023-01-19,12,169.416367
2023-01-19,13,162.042775
2023-01-19,14,164.099469
2023-01-19,15,165.782203
2023-01-19,16,151.081623
2023-01-19,17,142.802713
2023-01-19,18,138.428233
2023-01-19,19,138.321875
2023-01-19,20,138.353847
2023-01-19,21,137.48305
2023-01-19,22,137.259422
2023-01-19,23,137.122522
2023-01-19,24,127.654612
2023-01-20,01,81.830577
2023-01-20,02,81.534885
2023-01-20,03,81.566257
2023-01-20,04,81.634575
2023-01-20,05,81.585756
2023-01-20,06,81.192218
2023-01-20,07,80.933523
2023-01-20,08,81.094824
2023-01-20,09,84.588856
2023-01-20,10,94.224677
2023-01-20,11,101.169164
2023-01-20,12,102.277968
2023-01-20,13,104.495461
2023-01-20,14,111.417953
2023-01-20,15,109.971644
2023-01-20,16,104.091504
2023-01-20,17,93.319876
2023-01-20,18,85.877718
2023-01-20,19,85.062763
2023-01-20,20,85.027956
2023-01-20,21,89.634659
2023-01-20,22,130.686029
2023-01-20,23,140.820367
2023-01-20,24,140.795177
2023-01-21,01,140.713283
2023-01-21,02,141.132738
2023-01-21,03,141.291414
2023-01-21,04,141.070448
2023-01-21,05,141.055274
2023-01-21,06,141.045244
2023-01-21,07,141.101414
2023-01-21,08,141.441603
2023-01-21,09,146.911048
2023-01-21,10,155.862378
2023-01-21,11,166.410297
2023-01-21,12,176.71457
2023-01-21,13,155.643285
2023-01-21,14,151.933584
2023-01-21,15,147.849327
2023-01-21,16,145.406121
2023-01-21,17,147.597724
2023-01-21,18,140.962522
2023-01-21,19,140.85188
2023-01-21,20,141.548241
2023-01-21,21,140.688549
2023-01-21,22,139.771528
2023-01-21,23,139.369936
2023-01-21,24,138.897199
2023-01-22,01,129.091522
2023-01-22,02,114.799292
2023-01-22,03,114.794234
2023-01-22,04,114.799676
2023-01-22,05,114.692577
2023-01-22,06,110.662148
2023-01-22,07,82.160921
2023-01-22,08,81.67665
2023-01-22,09,83.060887
2023-01-22,10,86.540034
2023-01-22,11,89.259563
2023-01-22,12,90.265704
2023-01-22,13,91.612808
2023-01-22,14,90.879576
2023-01-22,15,88.095952
2023-01-22,16,82.566008
2023-01-22,17,81.32755
2023-01-22,18,81.955741
2023-01-22,19,80.957003
2023-01-22,20,80.574088
2023-01-22,21,80.227013
2023-01-22,22,79.936107
2023-01-22,23,79.790778
2023-01-22,24,80.159475
2023-01-23,01,80.39286
2023-01-23,02,80.732515
2023-01-23,03,80.944524
2023-01-23,04,81.056956
2023-01-23,05,80.925543
2023-01-23,06,80.981767
2023-01-23,07,81.084783
2023-01-23,08,81.346607
2023-01-23,09,85.925842
2023-01-23,10,96.845998
2023-01-23,11,106.407574
2023-01-23,12,112.757761
2023-01-23,13,113.820095
2023-01-23,14,114.489502
2023-01-23,15,102.109072
2023-01-23,16,90.237987
2023-01-23,17,92.76355
2023-01-23,18,137.140581
2023-01-23,19,138.250933
2023-01-23,20,138.630729
2023-01-23,21,137.443312
2023-01-23,22,137.28728
2023-01-23,23,137.363793
2023-01-23,24,137.608531
2023-01-24,01,138.241371
2023-01-24,02,116.489123
2023-01-24,03,113.986481
2023-01-24,04,113.935031
2023-01-24,05,113.909911
2023-01-24,06,113.963355
2023-01-24,07,137.370498
2023-01-24,08,140.20281
2023-01-24,09,140.17747
2023-01-24,10,139.825704
2023-01-24,11,140.312846
2023-01-24,12,140.789271
2023-01-24,13,141.002069
2023-01-24,14,140.923724
2023-01-24,15,141.211944
2023-01-24,16,141.003952
2023-01-24,17,140.652218
2023-01-24,18,140.17294
2023-01-24,19,139.999293
2023-01-24,20,140.061732
2023-01-24,21,140.139691
2023-01-24,22,140.135723
2023-01-24,23,140.235861
2023-01-24,24,140.40117
2023-01-25,01,140.056974
2023-01-25,02,139.673664
2023-01-25,03,139.678483
2023-01-25,04,139.647828
2023-01-25,05,139.609403
2023-01-25,06,139.678004
2023-01-25,07,139.572826
2023-01-25,08,140.124561
2023-01-25,09,140.380393
2023-01-25,10,141.016112
2023-01-25,11,141.989084
2023-01-25,12,142.768508
2023-01-25,13,145.419137
2023-01-25,14,147.584782
2023-01-25,15,148.899024
2023-01-25,16,147.796637
2023-01-25,17,143.608354
2023-01-25,18,140.986118
2023-01-25,19,140.384822
2023-01-25,20,140.426871
2023-01-25,21,140.198582
2023-01-25,22,140.472224
2023-01-25,23,140.406737
2023-01-25,24,140.33539
2023-01-26,01,140.044855
2023-01-26,02,139.860494
2023-01-26,03,139.755553
2023-01-26,04,139.873184
2023-01-26,05,139.691082
2023-01-26,06,139.784834
2023-01-26,07,139.787396
2023-01-26,08,140.214696
2023-01-26,09,140.465621
2023-01-26,10,140.838487
2023-01-26,11,141.256849
2023-01-26,12,141.368459
2023-01-26,13,141.259965
2023-01-26,14,141.955998
2023-01-26,15,139.263392
2023-01-26,16,138.05696
2023-01-26,17,137.58681
2023-01-26,18,138.061258
2023-01-26,19,138.052237
2023-01-26,20,138.129522
2023-01-26,21,137.70579
2023-01-26,22,136.942596
2023-01-26,23,136.830102
2023-01-26,24,137.184684
2023-01-27,01,137.805354
2023-01-27,02,137.88322
2023-01-27,03,138.392957
2023-01-27,04,138.527061
2023-01-27,05,138.78873
2023-01-27,06,139.008291
2023-01-27,07,138.955165
2023-01-27,08,139.340281
2023-01-27,09,140.470848
2023-01-27,10,142.257983
2023-01-27,11,143.435637
2023-01-27,12,149.303251
2023-01-27,13,153.834808
2023-01-27,14,153.913467
2023-01-27,15,154.671316
2023-01-27,16,152.664508
2023-01-27,17,144.667069
2023-01-27,18,140.942206
2023-01-27,19,140.443972
2023-01-27,20,140.653798
2023-01-27,21,140.519072
2023-01-27,22,139.919446
2023-01-27,23,139.269977
2023-01-27,24,139.976377
2023-01-28,01,140.252393
2023-01-28,02,140.29697
2023-01-28,03,140.44612
2023-01-28,04,140.397935
2023-01-28,05,140.336178
2023-01-28,06,140.459651
2023-01-28,07,140.477986
2023-01-28,08,140.72443
2023-01-28,09,141.280081
